season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.19399999999999998,35,160,195
3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142
1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,4,9,13
1,1,12,19,0,1,1,2,0.24,0.2424,0.93,0.1343,4,14,18
3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896,19,146,165
2,0,5,18,0,1,1,2,0.64,0.6061,0.65,0.19399999999999998,68,450,518
3,1,8,14,0,3,1,2,0.76,0.6970000000000001,0.52,0.2985,94,161,255
3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,691
4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,43,185,228
3,0,9,5,0,4,1,2,0.6,0.5152,0.94,0.1045,2,28,30
3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,274
3,0,7,20,0,1,1,1,0.72,0.6970000000000001,0.74,0.1343,55,247,302
4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.19399999999999998,24,318,342
3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,23,75,98
4,1,10,9,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387
4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483
4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,405
3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,209,253,462
3,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288
2,1,5,17,0,4,1,1,0.72,0.6667,0.54,0.1343,87,617,704
1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0.0,1,1,2
4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10
3,1,9,5,0,1,1,1,0.48,0.4697,0.82,0.0896,1,44,45
1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2
3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,39,415,454
1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64
4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12
4,1,12,7,0,1,1,2,0.36,0.3485,0.93,0.1343,5,314,319
1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,3,22,25
1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6
3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18
2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,26,103,129
3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201
2,0,5,7,0,1,1,2,0.46,0.4545,0.82,0.3284,16,193,209
3,1,6,2,0,3,1,1,0.56,0.5303,0.49,0.1343,2,12,14
2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73
2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273
4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182
2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,22,374,396
2,1,6,9,0,0,0,1,0.6,0.6212,0.46,0.19399999999999998,70,230,300
1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,204
4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292
1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,0,39,39
1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.19399999999999998,0,2,2
2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,51,598,649
4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224
4,1,11,3,0,1,1,1,0.2,0.2576,0.69,0.0,1,4,5
3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,103,711,814
3,1,6,10,0,3,1,1,0.7,0.6364,0.37,0.2537,34,138,172
3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441
1,1,12,6,0,6,0,2,0.26,0.2424,0.7,0.1045,0,7,7
1,0,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85
1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9
3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414
2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339
2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0.0,0,3,3
1,0,2,4,0,3,1,1,0.2,0.19699999999999998,0.51,0.19399999999999998,0,1,1
3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0.0,2,33,35
1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7
4,0,11,23,1,5,0,1,0.3,0.3182,0.45,0.0896,6,67,73
2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83
2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,33,210,243
2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,312
4,1,10,10,0,0,0,1,0.54,0.5152,0.56,0.19399999999999998,150,278,428
1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,58,98,156
3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487
3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0.0,2,4,6
2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94
3,1,9,7,0,1,1,1,0.52,0.5,0.68,0.2239,20,427,447
3,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.0896,5,7,12
2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,0,6,6
3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,0,4,4
2,1,5,21,0,1,1,2,0.54,0.5152,0.45,0.2239,37,210,247
3,0,8,0,0,2,1,1,0.72,0.6970000000000001,0.79,0.1343,10,25,35
3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.19399999999999998,77,146,223
3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0.0,100,206,306
4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7
3,1,7,0,0,0,0,1,0.76,0.7273,0.66,0.0,27,122,149
2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,98,369,467
3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,37,703,740
2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188
1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201
3,1,8,13,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569
1,1,12,10,0,0,0,1,0.26,0.2121,0.41,0.5821,31,91,122
1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,2,67,69
1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1
4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,15,112,127
3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615,688
1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16
2,0,3,2,0,5,1,1,0.2,0.19699999999999998,0.69,0.2239,0,5,5
3,1,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,96,537,633
4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,4
1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126
4,1,12,17,0,6,0,1,0.4,0.4091,0.5,0.2239,35,274,309
1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46
1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294
4,0,11,13,0,1,1,1,0.6,0.6212,0.49,0.3881,50,153,203
4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113
1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118,127
3,0,8,2,0,6,0,1,0.7,0.6667,0.84,0.19399999999999998,18,59,77
1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801
1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66
2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,0,7,7
3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355
2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70
1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5
4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209
4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,0,6,6
1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188
4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78
4,1,11,23,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,83
3,0,9,4,0,0,0,1,0.64,0.5758,0.83,0.1642,0,4,4
2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642,0,2,2
4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424
2,1,5,8,0,5,1,1,0.52,0.5,0.59,0.1343,49,696,745
4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5
3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41,161,202
3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,27,96,123
4,0,11,12,0,6,0,1,0.36,0.3485,0.46,0.1642,137,235,372
3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.19399999999999998,6,58,64
3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40
2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,19,84,103
2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4
1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102
2,1,5,3,0,0,0,2,0.54,0.5152,0.83,0.19399999999999998,9,19,28
3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265
2,1,5,16,0,1,1,2,0.6,0.6212,0.53,0.3881,68,320,388
3,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.66,0.2239,56,87,143
2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0.0,31,167,198
3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6
1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118
2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.19399999999999998,6,158,164
2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,40,288,328
3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5
3,0,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,2,4,6
1,0,3,22,0,0,0,2,0.22,0.19699999999999998,1.0,0.3881,0,10,10
4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67
3,1,9,19,0,5,1,1,0.68,0.6364,0.57,0.1642,83,496,579
1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124
2,1,6,18,0,6,0,1,0.82,0.6970000000000001,0.24,0.2239,175,276,451
2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6
3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3,4
4,1,11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447
3,1,7,12,0,1,1,1,0.84,0.7273,0.32,0.19399999999999998,74,183,257
2,0,4,0,0,3,1,2,0.4,0.4091,1.0,0.2985,3,12,15
4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0.0,12,103,115
3,0,7,14,0,5,1,1,0.82,0.6970000000000001,0.23,0.19399999999999998,78,225,303
1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162
1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6
2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0.0,113,153,266
1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223
1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0.0,17,39,56
3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0.0,3,9,12
3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9
3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0.0,9,32,41
4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.19399999999999998,188,217,405
4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,11,60,71
2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,6,76,82
2,0,4,16,0,6,0,1,0.58,0.5455,0.37,0.19399999999999998,191,273,464
3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242
1,0,12,19,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16
3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181
3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332
4,0,9,13,0,0,0,2,0.68,0.6364,0.74,0.0,122,247,369
3,1,7,10,0,3,1,1,0.74,0.6515,0.37,0.0,68,163,231
1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4,4
2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108
1,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153
1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3
2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16
1,1,12,14,0,0,0,1,0.34,0.303,0.31,0.2985,57,118,175
3,0,8,20,0,1,1,1,0.72,0.6818,0.62,0.2239,49,256,305
4,0,11,2,0,2,1,3,0.38,0.3939,1.0,0.1045,2,4,6
1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.19399999999999998,6,71,77
4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0.0,0,20,20
3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,78,121,199
4,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51
1,0,2,8,0,1,1,2,0.16,0.2273,1.0,0.0,7,223,230
3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,50,317,367
2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.19399999999999998,180,271,451
3,1,6,9,0,6,0,1,0.64,0.5758,0.89,0.1642,41,234,275
4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60
1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,4,6,10
4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98
4,1,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537,2,28,30
2,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8,9
2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0.0,33,210,243
1,1,12,23,0,0,0,1,0.2,0.19699999999999998,0.51,0.2239,10,39,49
2,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.19399999999999998,27,45,72
3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483,587
3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,8,132,140
1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106
2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64
3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.0,27,106,133
1,1,12,2,0,4,1,2,0.24,0.19699999999999998,0.87,0.4478,0,2,2
2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,284
3,1,9,21,0,3,1,1,0.6,0.6061,0.6,0.1343,27,279,306
2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386
4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4
3,0,9,5,0,0,0,1,0.64,0.5758,0.83,0.1343,1,5,6
1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270,287
4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,27,117,144
2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63
4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35,131,166
1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5
2,1,5,8,0,2,1,2,0.52,0.5,0.94,0.2836,19,538,557
1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,11,44,55
1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89
1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,2,59,61
4,0,12,21,0,4,1,1,0.5,0.4848,0.63,0.2985,10,145,155
4,0,9,16,0,6,0,2,0.64,0.5909,0.78,0.0896,167,282,449
1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18
4,1,10,0,0,4,1,1,0.46,0.4545,0.88,0.19399999999999998,4,53,57
2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,38,267,305
3,1,6,0,0,3,1,1,0.62,0.6212,0.41,0.19399999999999998,15,39,54
1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82
4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465
4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15
3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0.0,4,141,145
4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,116
3,0,9,16,0,6,0,1,0.72,0.6818,0.7,0.19399999999999998,186,188,374
4,0,12,16,0,5,1,2,0.32,0.303,0.45,0.2239,12,212,224
3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,373
4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422
2,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,2,31,33
4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283
3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,8,58,66
4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144
1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169
3,1,7,8,0,1,1,1,0.72,0.6970000000000001,0.79,0.1045,47,691,738
3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288
3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,123
1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121
3,0,9,11,0,0,0,1,0.74,0.6970000000000001,0.7,0.1642,174,163,337
4,0,9,8,0,1,1,2,0.62,0.5455,0.94,0.0,29,326,355
2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,1,28,29
4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153
1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258
3,1,7,7,0,2,1,2,0.74,0.6970000000000001,0.7,0.0,26,500,526
1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54
1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172
4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413
3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.19399999999999998,81,117,198
2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8,11
1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138
2,1,6,9,0,3,1,2,0.72,0.6970000000000001,0.74,0.0,40,276,316
2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48
1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188
3,0,9,19,0,0,0,1,0.64,0.6061,0.69,0.1045,101,232,333
1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0.0,1,10,11
4,1,11,22,0,5,1,1,0.44,0.4394,0.33,0.5224,16,63,79
3,0,7,10,0,5,1,2,0.74,0.6970000000000001,0.7,0.3582,30,108,138
3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,64,165,229
4,1,12,23,0,4,1,3,0.4,0.4091,0.82,0.2985,0,13,13
2,1,5,8,0,0,0,1,0.56,0.5303,0.56,0.1642,51,120,171
3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,256,360,616
2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209
4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,4,195,199
1,0,12,8,0,4,1,2,0.36,0.3788,0.87,0.0,10,333,343
3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.19399999999999998,199,280,479
3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336
3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,99,242,341
1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26
3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.19399999999999998,18,329,347
2,1,5,0,0,5,1,1,0.52,0.5,0.59,0.1045,13,57,70
2,1,4,6,0,3,1,2,0.5,0.4848,0.39,0.2836,6,128,134
4,0,11,21,0,6,0,1,0.42,0.4242,0.47,0.2836,19,103,122
2,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649
4,1,10,13,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328
4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205
2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160
3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.19399999999999998,122,245,367
4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193
4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104
3,1,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,77,205,282
1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163
4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5
1,1,12,1,0,0,0,2,0.26,0.2273,0.56,0.4179,1,27,28
4,0,11,11,0,1,1,1,0.42,0.4242,0.77,0.1045,28,100,128
1,0,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,13,74,87
3,1,6,12,0,4,1,1,0.84,0.7121,0.26,0.2836,49,227,276
2,1,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,96,127,223
3,1,8,14,0,1,1,1,0.82,0.7576,0.46,0.0,99,188,287
4,1,10,5,0,5,1,2,0.54,0.5152,0.88,0.0,1,35,36
2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,149
3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23
1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15
4,0,11,21,0,2,1,2,0.5,0.4848,0.77,0.0896,23,145,168
3,1,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33
3,1,8,6,0,5,1,2,0.62,0.5758,0.83,0.0,9,142,151
1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15
4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,55,92,147
3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247,323
4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405
1,1,1,7,0,1,1,3,0.2,0.2576,0.86,0.0,8,114,122
4,0,11,5,0,2,1,1,0.54,0.5152,0.68,0.2836,2,26,28
1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,31,174,205
1,1,2,3,0,2,1,2,0.26,0.303,0.52,0.0,0,3,3
3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65
4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101
3,1,9,23,0,6,0,1,0.54,0.5152,0.6,0.0,47,182,229
2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115,127
2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275
3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,30,86,116
2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337
4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205
4,1,12,7,0,4,1,2,0.3,0.3333,0.7,0.0,4,346,350
3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0.0,79,179,258
1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0.0,3,13,16
3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163
4,1,11,3,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,4
3,0,9,19,0,3,1,2,0.64,0.5758,0.89,0.0,14,212,226
4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93
1,1,12,12,0,5,1,2,0.3,0.303,0.49,0.1343,72,150,222
3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,141,218,359
2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172
1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255
4,1,10,1,0,3,1,1,0.54,0.5152,0.68,0.0,4,23,27
4,1,11,16,0,3,1,1,0.44,0.4394,0.33,0.1343,59,410,469
4,1,10,9,0,6,0,1,0.6,0.5909,0.73,0.19399999999999998,130,265,395
1,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,2,55,57
4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51
1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55
1,1,12,3,0,1,1,1,0.16,0.1818,0.59,0.1045,0,1,1
3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6
4,0,12,11,0,4,1,2,0.4,0.4091,0.62,0.4179,9,126,135
2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,14,50,64
2,0,4,17,0,5,1,2,0.52,0.5,0.45,0.3881,75,433,508
2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4
2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264
4,1,10,18,0,5,1,2,0.56,0.5303,0.78,0.1343,81,584,665
4,1,12,1,0,5,1,1,0.22,0.2576,0.69,0.0896,0,26,26
1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985,18,95,113
1,1,3,2,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38
2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296
2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74
2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28
1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0.0,15,299,314
2,0,4,0,0,1,1,3,0.52,0.5,1.0,0.0,2,10,12
4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0.0,8,97,105
3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153
3,1,8,6,0,1,1,2,0.6,0.5758,0.78,0.1343,6,155,161
1,0,3,23,0,1,1,1,0.28,0.3182,0.48,0.0,0,22,22
2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0.0,12,156,168
